463960,0,0,0.0
466877,43,43,43.0
467200,60,60,60.0
600616,0,0,0.0
603687,65,0,32.5
603863,73,0,37.166666666666664
607026,58,0,29.0
607357,68,68,68.0
609109,55,0,36.666666666666664
609324,63,63,63.0
609646,58,48,53.0
611620,88,53,70.5
612959,50,50,50.0
614630,0,0,0.0
614655,78,78,78.0
618486,63,63,63.0
618585,68,68,68.0
618688,78,78,78.0
619666,65,65,65.0
619668,75,0,37.5
619713,68,68,68.0
620286,80,80,80.0
620353,0,0,0.0
620357,60,60,60.0
620540,63,0,31.5
622622,75,75,75.0
623481,65,65,65.0
624239,60,60,60.0
625407,0,0,0.0
626268,65,65,65.0
626524,60,60,60.0
626535,0,0,0.0
629485,60,60,60.0
630495,43,43,43.0
630942,75,75,75.0
631896,63,45,52.0
633248,63,63,63.0
633499,68,68,68.0
634042,53,0,33.666666666666664
634303,68,50,59.0
634428,58,43,50.5
635387,53,48,50.5
635503,43,43,43.0
635518,80,80,80.0
635701,55,55,55.0
635730,50,0,8.125
636043,30,30,30.0
636352,70,45,57.5
636363,60,60,60.0
636714,68,63,65.5
636826,0,0,0.0
637143,0,0,0.0
637177,53,53,53.0
637206,53,53,53.0
637244,63,63,63.0
637304,73,73,73.0
637397,78,78,78.0
637650,50,50,50.0
637688,0,0,0.0
637718,73,73,73.0
637745,53,53,53.0
637796,0,0,0.0
637985,0,0,0.0
639204,70,70,70.0
639242,60,60,60.0
639491,75,55,65.0
639615,65,48,56.5
640016,73,50,61.5
640535,65,65,65.0
640763,60,0,20.0
640963,73,73,73.0
641166,48,48,48.0
641340,0,0,0.0
641645,78,78,78.0
641739,75,75,75.0
641742,0,0,0.0
641825,53,0,26.5
641892,63,63,63.0
642080,63,50,56.5
642145,65,65,65.0
642496,60,0,38.333333333333336
642604,63,63,63.0
642880,80,80,80.0
643812,0,0,0.0
643939,60,0,30.0
643976,73,73,73.0
644058,73,73,73.0
644247,68,68,68.0
644300,70,70,70.0
644539,68,68,68.0
644681,65,65,65.0
644683,73,73,73.0
644688,75,75,75.0
644952,63,63,63.0
645094,65,65,65.0
645808,60,60,60.0
645954,53,0,32.0
646189,70,70,70.0
646628,73,0,22.0
646785,73,0,32.0
647031,68,53,58.0
647769,50,50,50.0
647955,55,55,55.0
648406,53,40,46.5
648481,48,48,48.0
648689,63,63,63.0
648834,70,70,70.0
648960,58,0,29.0
649325,65,65,65.0
649429,60,60,60.0
649867,0,0,0.0
650120,70,70,70.0
650368,70,40,55.0
650463,0,0,0.0
651266,0,0,0.0
651939,55,50,52.5
652757,0,0,0.0
652792,43,43,43.0
652800,63,63,63.0
653182,50,50,50.0
653484,58,58,58.0
653520,45,45,45.0
653534,50,43,46.5
653540,58,0,21.2
653754,0,0,0.0
654163,58,58,58.0
654255,70,70,70.0
654381,43,43,43.0
654787,38,38,38.0
655117,73,73,73.0
655138,65,58,61.5
655241,48,0,24.0
655541,58,58,58.0
655555,63,0,31.5
655956,63,0,31.5
656313,28,28,28.0
656320,0,0,0.0
656419,58,48,53.0
656470,58,58,58.0
656556,73,0,43.666666666666664
656771,0,0,0.0
656782,63,53,58.0
656914,55,0,11.0
657100,80,80,80.0
657184,0,0,0.0
657473,65,65,65.0
657652,48,48,48.0
657653,75,0,46.666666666666664
657804,65,0,21.666666666666668
657826,70,70,70.0
657992,33,0,5.5
658036,50,38,44.0
658141,50,50,50.0
658205,68,68,68.0
658214,80,80,80.0
658474,65,50,57.5
658516,0,0,0.0
658734,63,63,63.0
658742,50,0,30.0
659057,73,73,73.0
659228,58,0,19.333333333333332
659365,0,0,0.0
659442,68,68,68.0
660439,68,68,68.0
660693,60,60,60.0
661106,58,45,51.5
661772,0,0,0.0
661921,50,0,27.6
661930,50,50,50.0
661931,75,75,75.0
661972,70,70,70.0
662522,63,63,63.0
662849,60,60,60.0
663252,0,0,0.0
663326,65,65,65.0
663401,68,68,68.0
663885,35,35,35.0
664007,50,0,33.333333333333336
664012,60,60,60.0
664110,50,50,50.0
664886,65,65,65.0
665097,0,0,0.0
665157,65,0,32.5
665326,60,60,60.0
665676,55,0,18.333333333333332
666161,0,0,0.0
666280,48,35,41.5
666333,0,0,0.0
666544,68,68,68.0
666634,50,50,50.0
666702,0,0,0.0
667051,75,0,37.5
667800,0,0,0.0
667839,68,0,18.0
668066,50,43,46.5
668711,78,78,78.0
668713,63,63,63.0
669119,70,70,70.0
669266,55,0,27.5
669578,55,0,18.333333333333332
669699,65,65,65.0
669731,68,68,68.0
669882,50,0,16.666666666666668
670369,0,0,0.0
670426,58,0,19.333333333333332
670773,60,60,60.0
671496,78,78,78.0
671753,53,53,53.0
671909,63,63,63.0
671970,0,0,0.0
672411,73,73,73.0
672447,68,58,63.0
672671,55,55,55.0
672970,\N,\N,\N
673250,68,63,65.5
673278,55,0,18.333333333333332
673508,65,65,65.0
674287,35,35,35.0
674531,68,68,68.0
675139,60,60,60.0
675227,48,48,48.0
675309,73,58,65.5
675313,65,65,65.0
675413,70,70,70.0
675442,70,0,35.0
675498,73,73,73.0
675549,0,0,0.0
675761,68,0,44.333333333333336
675953,40,40,40.0
676807,68,68,68.0
677181,48,0,24.0
677349,63,63,63.0
677372,55,55,55.0
677405,0,0,0.0
677482,73,73,73.0
677807,70,70,70.0
678012,33,33,33.0
678224,63,0,37.666666666666664
678542,60,0,30.0
678636,83,83,83.0
678689,85,85,85.0
678691,65,65,65.0
678707,50,0,16.666666666666668
678920,73,73,73.0
678962,55,55,55.0
678977,60,60,60.0
679017,63,63,63.0
679048,58,58,58.0
679379,45,45,45.0
679426,0,0,0.0
679561,68,0,13.6
679629,83,83,83.0
679688,60,0,39.0
679890,63,63,63.0
680377,73,73,73.0
680379,60,60,60.0
680392,60,60,60.0
680612,33,33,33.0
680631,15,15,15.0
680680,53,50,51.5
680750,0,0,0.0
680772,63,0,21.0
680815,0,0,0.0
680826,60,60,60.0
680860,0,0,0.0
681188,55,55,55.0
682630,50,38,44.0
682898,75,75,75.0
682955,35,35,35.0
683184,53,53,53.0
683381,63,63,63.0
683394,78,0,39.0
683424,78,53,65.5
683508,63,63,63.0
683533,65,0,40.0
683900,80,80,80.0
683999,60,58,59.0
684018,60,60,60.0
684050,58,58,58.0
684090,53,0,32.666666666666664
684107,35,0,11.666666666666666
684152,93,93,93.0
684201,60,60,60.0
684278,78,78,78.0
685017,68,68,68.0
685142,0,0,0.0
685428,0,0,0.0
685485,35,0,11.666666666666666
686789,75,75,75.0
686800,40,40,40.0
686804,70,0,17.571428571428573
686826,60,60,60.0
686892,55,0,43.166666666666664
686897,63,0,31.5
686998,48,0,15.166666666666666
687310,60,60,60.0
687316,0,0,0.0
687322,63,63,63.0
687328,0,0,0.0
687338,50,50,50.0
687379,55,55,55.0
687899,65,38,51.5
688115,65,55,60.0
688326,78,0,39.0
688396,83,83,83.0
688559,0,0,0.0
688583,70,50,60.0
688697,0,0,0.0
689449,60,60,60.0
689554,75,75,75.0
689599,55,0,21.6
689654,50,45,47.5
689671,68,0,22.666666666666668
689673,73,73,73.0
689674,43,43,43.0
689741,63,63,63.0
689951,65,65,65.0
690494,58,58,58.0
690501,53,0,34.333333333333336
690507,73,73,73.0
690515,48,48,48.0
690560,40,40,40.0
690600,38,0,22.666666666666668
690626,0,0,0.0
690634,40,40,40.0
690660,78,78,78.0
690762,0,0,0.0
690765,58,0,26.0
690921,45,45,45.0
691003,83,83,83.0
691173,50,0,25.0
691183,60,60,60.0
691567,55,38,46.5
691675,40,40,40.0
691787,38,0,12.666666666666666
691871,0,0,0.0
691873,73,73,73.0
692058,68,68,68.0
692137,63,63,63.0
692667,68,53,59.666666666666664
692774,60,60,60.0
692857,63,63,63.0
692919,0,0,0.0
692985,78,78,78.0
693407,50,0,25.0
693511,53,35,42.666666666666664
693757,55,55,55.0
693900,63,63,63.0
694414,48,0,29.0
694514,0,0,0.0
694551,68,68,68.0
694639,53,53,53.0
694855,0,0,0.0
694898,50,50,50.0
694933,70,0,23.333333333333332
695414,0,0,0.0
695458,65,65,65.0
696378,0,0,0.0
696486,35,0,11.666666666666666
697562,63,63,63.0
697771,75,58,66.5
697998,75,63,69.0
698306,45,45,45.0
698931,0,0,0.0
699169,58,0,29.0
699452,58,55,56.0
699480,43,43,43.0
699582,0,0,0.0
700057,45,45,45.0
700083,50,45,47.5
700139,0,0,0.0
700285,68,68,68.0
700345,55,55,55.0
700516,43,25,34.0
700800,70,70,70.0
700982,60,55,57.5
700999,60,55,57.5
701002,50,50,50.0
701024,50,0,25.0
701025,45,0,22.5
701069,60,60,60.0
701080,80,0,44.333333333333336
701081,63,63,63.0
701136,48,0,24.0
701212,50,50,50.0
701299,68,45,56.5
701342,63,0,40.333333333333336
701348,35,35,35.0
701428,55,48,51.5
701472,65,50,57.5
701480,0,0,0.0
701485,48,48,48.0
701590,55,48,51.5
701675,70,70,70.0
701680,70,70,70.0
701692,55,0,33.166666666666664
701729,70,70,70.0
701730,63,63,63.0
702039,70,70,70.0
702387,30,0,15.0
702390,48,0,24.0
702464,58,0,29.0
702689,58,53,55.5
702730,63,63,63.0
702732,60,60,60.0
703050,75,75,75.0
703128,70,0,38.333333333333336
703287,68,68,68.0
704017,0,0,0.0
705003,43,38,40.5
705194,78,78,78.0
705378,0,0,0.0
705515,75,0,44.333333333333336
705949,55,55,55.0
706928,48,48,48.0
706943,40,40,40.0
706952,40,0,15.0
706991,60,60,60.0
707112,0,0,0.0
707132,0,0,0.0
707186,75,75,75.0
707266,38,0,19.0
707680,65,65,65.0
709347,63,0,21.0
709487,40,0,20.0
709515,63,53,58.0
709539,60,35,47.5
709738,70,55,62.5
709744,65,53,59.0
709753,53,53,53.0
709919,60,60,60.0
709920,63,40,49.333333333333336
709924,60,45,54.333333333333336
710009,83,0,41.5
710065,0,0,0.0
710155,73,73,73.0
710485,0,0,0.0
710886,73,73,73.0
711248,0,0,0.0
711463,65,53,59.0
711752,53,48,50.5
711887,60,60,60.0
712899,63,63,63.0
713174,63,0,31.5
713197,53,53,53.0
713320,50,48,49.0
713324,63,55,59.0
713337,60,60,60.0
713601,0,0,0.0
713604,60,60,60.0
714062,58,0,29.0
714143,40,40,40.0
714153,63,0,31.5
714242,63,45,54.0
714325,45,45,45.0
714370,55,55,55.0
714540,68,48,58.0
714887,60,60,60.0
715023,43,33,38.0
715324,43,43,43.0
715414,0,0,0.0
715626,38,38,38.0
716751,53,45,49.0
716789,60,50,55.0
717097,0,0,0.0
717197,53,43,48.0
717304,60,60,60.0
717367,63,63,63.0
717389,40,40,40.0
717401,63,0,31.5
717419,48,48,48.0
717518,45,45,45.0
717537,58,53,55.5
718045,53,48,50.5
718434,65,0,32.5
718581,50,50,50.0
718656,73,73,73.0
718816,38,0,19.0
720424,78,0,39.0
720617,0,0,0.0
720624,63,63,63.0
720643,60,58,59.0
720644,0,0,0.0
720706,63,63,63.0
720774,63,63,63.0
720862,45,38,41.5
721301,0,0,0.0
721733,43,43,43.0
721746,70,65,67.5
722053,63,48,55.5
722145,48,48,48.0
722166,65,65,65.0
722426,50,0,12.5
722500,78,78,78.0
722561,53,53,53.0
722649,63,0,31.5
723172,0,0,0.0
724837,65,65,65.0
724849,68,68,68.0
724988,63,58,60.5
725002,70,70,70.0
725087,58,0,36.0
725819,73,73,73.0
726697,58,50,54.0
726934,78,78,78.0
727171,48,48,48.0
727913,53,53,53.0
728832,58,58,58.0
729577,45,0,22.5
729673,0,0,0.0
731220,0,0,0.0
731318,78,78,78.0
731338,50,50,50.0
731761,43,43,43.0
732825,50,50,50.0
732850,40,40,40.0
733021,68,0,22.666666666666668
733121,38,38,38.0
735097,0,0,0.0
735152,0,0,0.0
735779,68,68,68.0
735861,50,0,25.0
736593,20,20,20.0
737533,58,43,51.5
737675,43,43,43.0
737838,0,0,0.0
737853,58,58,58.0
738206,50,50,50.0
738375,55,55,55.0
738600,0,0,0.0
739623,0,0,0.0
739930,63,63,63.0
740092,40,40,40.0
740098,63,63,63.0
740919,80,80,80.0
741750,68,0,34.0
742180,80,80,80.0
742710,55,55,55.0
742963,65,58,61.5
742974,73,53,63.0
743736,0,0,0.0
743899,53,53,53.0
744396,70,70,70.0
745741,65,65,65.0
746354,43,43,43.0
746398,0,0,0.0
746413,63,0,30.25
746417,75,0,35.75
751307,53,53,53.0
751630,58,0,34.333333333333336
751686,0,0,0.0
752594,60,60,60.0
752770,40,40,40.0
752847,58,58,58.0
753037,50,50,50.0
753181,55,55,55.0
753589,68,68,68.0
753974,70,70,70.0
754305,65,65,65.0
754329,78,78,78.0
754387,83,83,83.0
754501,58,58,58.0
754550,55,45,50.0
754773,63,0,37.0
755760,70,70,70.0
756637,63,63,63.0
757011,65,65,65.0
757224,40,40,40.0
757559,55,55,55.0
757732,65,65,65.0
758847,63,63,63.0
760459,70,70,70.0
769707,58,58,58.0
769753,80,80,80.0
770281,78,78,78.0
770526,0,0,0.0
770898,65,65,65.0
770922,48,0,24.0
770956,0,0,0.0
771036,70,70,70.0
771160,28,28,28.0
776088,85,85,85.0
776096,78,78,78.0
776161,53,53,53.0
776297,60,60,60.0
777168,53,0,26.5
777220,55,55,55.0
777372,58,58,58.0
777701,60,60,60.0
841591,38,38,38.0
842052,0,0,0.0
920857,70,70,70.0
986797,50,50,50.0
999561,40,40,40.0
